"","order_entered","site","date","tide","investigator","recorded_fish_id","id","phylum","subphylum","class","subclass","superorder","order","suborder","infraorder","superfamily","family","genus","species","group","common_name","diversity","taxa","zone_trophic","zone","count","empty","notes","entered","checked","site_code","fish_id","month","season","sex","tl_mm","sl_mm","lifestage"
"261",62,"R Beach",2020-07-20,"Spring","Madden",158,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No","no notch in telson","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_158",7,"Summer","Male",92,72,"Juvenile"
"262",70,"R Beach",2020-07-20,"Spring","Madden",160,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","Mysidae","Holmesimysis","costata","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",3,"No","no notch in telson, Holmesymysis costata","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_160",7,"Summer","Male",154,120,"Juvenile"
"263",106,"R Beach",2020-07-20,"Spring","Madden",169,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No","partial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_169",7,"Summer","Female",176,136,"Adult"
"264",130,"R Beach",2020-07-20,"Spring","Beresford",179,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",134,"No","no notch, counted mysid pieces in big shell vial/other pieces in small shell vial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_179",7,"Summer","Female",98,75,"Juvenile"
"265",132,"R Beach",2020-07-20,"Spring","Beresford",181,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",8,"No","no notch","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_181",7,"Summer","Male",79,60,"Juvenile"
"266",295,"Refugio",2019-06-26,NA,"Beresford",19,"Mysid","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Mysida","NA","NA","NA","NA","NA","NA","Mysid","Mysid","Holmesimysis","Mysid","Marine suspension feeder","Marine",1,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-26_19",6,"Summer",NA,79,62,"Juvenile"
"267",310,"Refugio",2019-06-27,NA,"Beresford",29,"Dendraster excentricus","Echinodermata","Echinozoa","Echinoidea","Euchinoidea","Neognathostomata","Clypeasteroida","Scutellina","Scutelliformes","Scutelloidea","Dendrasteridae","Dendraster","excentricus","Echinodermata","Sand dollar","Dendraster","Sand dollar","Marine suspension feeder","Marine",1,"No","sand dollars too crushed to count","LB","JM 2/16/2021",2,"2_2019-06-27_29",6,"Summer","Male",195,162,"Adult"
"268",82,"R Beach",2020-07-20,"Spring","Madden",163,"Dendraster excentricus","Echinodermata","Echinozoa","Echinoidea","Euchinoidea","Neognathostomata","Clypeasteroida","Scutellina","Scutelliformes","Scutelloidea","Dendrasteridae","Dendraster","excentricus","Echinodermata","Sand dollar","Dendraster","Sand dollar","Marine suspension feeder","Marine",1,"No","sand dollar fragments","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_163",7,"Summer","Female",270,214,"Adult"
"269",320,"Percos",2019-07-23,NA,"Beresford",34,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_34",7,"Summer","Male",295,230,"Adult"
"270",369,"Percos",2019-09-04,NA,"Beresford",73,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-09-04_73",9,"Fall","Male",200,158,"Adult"
"271",376,"Percos",2019-09-04,NA,"Beresford",75,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-09-04_75",9,"Fall","Female",250,199,"Adult"
"272",401,"Refugio",2019-09-05,NA,"Beresford",53,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No","phyllo","LB","JM 2/16/2021",2,"2_2019-09-05_53",9,"Fall","Male",119,93,"Juvenile"
"273",406,"Refugio",2019-09-05,NA,"Beresford",55,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No","phyllo","LB","JM 2/16/2021",2,"2_2019-09-05_55",9,"Fall","Juvenile",103,80,"Juvenile"
"274",409,"Refugio",2019-09-05,NA,"Beresford",56,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No","phyllo","LB","JM 2/16/2021",2,"2_2019-09-05_56",9,"Fall","Juvenile",96,75,"Juvenile"
"275",211,"R Beach",2020-10-09,NA,"Madden",208,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",1,"No","Brown algae","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_208",10,"Fall","Male",270,214,"Adult"
"276",141,"Percos",2020-10-16,NA,"Madden",300,"Algae/Phyllo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Algae/Phyllo","Algae/Phyllo","Algae/Phyllo","NA","NA",3,"No","phyllo seeds","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_300",10,"Fall","Male",262,207,"Adult"
"277",397,"Refugio",2019-09-05,NA,"Beresford",51,"Acanthocephala","Acanthocephala","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","Parasite","Acanthocephala","Parasite","Parasite","NA","NA",5,"No",NA,"LB","JM 2/16/2021",2,"2_2019-09-05_51",9,"Fall","Male",125,100,"Juvenile"
"278",396,"Refugio",2019-09-05,NA,"Beresford",51,"Nematode","Nematoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Parasite","Parasite","Parasite","Parasite","NA","NA",3,"No",NA,"LB","JM 2/16/2021",2,"2_2019-09-05_51",9,"Fall","Male",125,100,"Juvenile"
"279",402,"Refugio",2019-09-05,NA,"Beresford",53,"Nematode","Nematoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Parasite","Parasite","Parasite","Parasite","NA","NA",1,"No",NA,"LB","JM 2/16/2021",2,"2_2019-09-05_53",9,"Fall","Male",119,93,"Juvenile"
"280",193,"Percos",2020-07-26,NA,"Madden",189,"Trematoda","Platyhelminthes","Neodermata","Trematoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","Parasite","Parasite","Parasite","Parasite","NA","NA",152,"No","found near mouth, in folds like parasite","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_189",7,"Summer","Female",280,222,"Adult"
"281",47,"R Beach",2020-07-20,"Spring","Madden",153,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","mush","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_153",7,"Summer","Female",149,118,"Juvenile"
"282",56,"R Beach",2020-07-20,"Spring","Madden",156,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","present; setae in gut but no weight saved","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_156",7,"Summer","Male",250,197,"Adult"
"283",63,"R Beach",2020-07-20,"Spring","Madden",158,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","pieces, unidentifiable","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_158",7,"Summer","Male",92,72,"Juvenile"
"284",68,"R Beach",2020-07-20,"Spring","Madden",159,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","unidentifiable, setae present","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_159",7,"Summer","Male",176,137,"Adult"
"285",71,"R Beach",2020-07-20,"Spring","Madden",160,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","unidentifiable, setae present","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_160",7,"Summer","Male",154,120,"Juvenile"
"286",75,"R Beach",2020-07-20,"Spring","Madden",161,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","unidentifiable, setae present","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_161",7,"Summer","Male",175,140,"Adult"
"287",80,"R Beach",2020-07-20,"Spring","Beresford",162,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","mush, setae present","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_162",7,"Summer","Female",164,127,"Juvenile"
"288",85,"R Beach",2020-07-20,"Spring","Madden",163,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","mush, setae present","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_163",7,"Summer","Female",270,214,"Adult"
"289",94,"R Beach",2020-07-20,"Spring","Beresford",165,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","jaws present, reddish","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_165",7,"Summer","Male",175,137,"Adult"
"290",100,"R Beach",2020-07-20,"Spring","Beresford",167,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_167",7,"Summer","Female",160,125,"Juvenile"
"291",112,"R Beach",2020-07-20,"Spring","Beresford",172,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_172",7,"Summer","Male",92,72,"Juvenile"
"292",125,"R Beach",2020-07-20,"Spring","Madden",176,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","very digested, setae present, sand in gut","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_176",7,"Summer","Female",115,90,"Juvenile"
"293",187,"Percos",2020-07-26,NA,"Madden",183,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","pieces, setae","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_183",7,"Summer","Male",220,175,"Adult"
"294",209,"R Beach",2020-10-09,NA,"Madden",208,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","possibly Nereis; dark jaws visible, 2 palp remains, black setae","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_208",10,"Fall","Male",270,214,"Adult"
"295",229,"R Beach",2020-10-09,NA,"Madden",225,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","large dark jaws","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_225",10,"Fall","Male",165,131,"Adult"
"296",164,"Percos",2020-10-16,NA,"Madden",313,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","mush","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_313",10,"Fall","Female",200,155,"Adult"
"297",150,"Percos",2020-10-16,NA,"Madden",316,"Polychaete","Annelida","NA","Polychaeta","NA","NA","NA","NA","NA","NA","NA","NA","NA","Polychaete","Polychaete","Polychaete","Polychaete","Other marine","Marine",1,"No","big brown mandibles","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_316",10,"Fall","Male",255,204,"Adult"
"298",371,"Percos",2019-09-04,NA,"Beresford",74,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","very digested material (possibly worms) / also digested broken up exoskeleton","LB","JM 2/16/2021",1,"1_2019-09-04_74",9,"Fall","Male",249,196,"Adult"
"299",72,"R Beach",2020-07-20,"Spring","Madden",160,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","blue color, total mush, possible polychaete","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_160",7,"Summer","Male",154,120,"Juvenile"
"300",184,"Percos",2020-07-26,NA,"Madden",182,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","leg","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_182",7,"Summer","Male",177,138,"Adult"
"301",212,"R Beach",2020-10-09,NA,"Madden",208,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","possible crustacean because of exoskeleton, orange cirri that look like gonads; in '2 of 2'","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_208",10,"Fall","Male",270,214,"Adult"
"302",224,"R Beach",2020-10-09,NA,"Madden",235,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","hard cluster of spines, possibly from a sponge","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_235",10,"Fall","Male",200,158,"Adult"
"303",161,"Percos",2020-10-16,NA,"Madden",310,"Unidentified","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Unidentified","Unidentified","NA","NA",1,"No","exoskeleton and mush; alloniscus?","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_310",10,"Fall","Female",205,167,"Adult"
"304",104,"R Beach",2020-07-20,"Spring","Madden",169,"Cancer spp.","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Brachyura","Cancroidea","Cancridae","Cancer","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No","photo, antennae between eyes, five toothed front","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_169",7,"Summer","Female",176,136,"Adult"
"305",364,"Percos",2019-09-04,NA,"Beresford",69,"Unknown Crab","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","NA","NA","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-09-04_69",9,"Fall","Female",259,205,"Adult"
"306",375,"Percos",2019-09-04,NA,"Beresford",75,"Unknown Crab","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","NA","NA","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No","crab broken up- looks similar to kelp crab but not as smooth (carapace is too broken to ID)","LB","JM 2/16/2021",1,"1_2019-09-04_75",9,"Fall","Female",250,199,"Adult"
"307",87,"R Beach",2020-07-20,"Spring","Madden",164,"Caridean A","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",2,"No","Not crangon, large spinose rostrum * photo","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_164",7,"Summer","Male",162,126,"Juvenile"
"308",102,"R Beach",2020-07-20,"Spring","Beresford",168,"Decapod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","NA","NA","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No","Maybe caridean, very broken pieces, has hand like crangon","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_168",7,"Summer","Female",174,135,"Adult"
"309",192,"Percos",2020-07-26,NA,"Madden",189,"Caridean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Caridea","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No","tail","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_189",7,"Summer","Female",280,222,"Adult"
"310",171,"Percos",2020-10-16,NA,"Madden",309,"Decapod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","NA","NA","NA","NA","NA","NA","Decapod","Decapod","Unidentified decapod","Unidentified decapod","Other marine","Marine",1,"No","chela","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_309",10,"Fall","Male",195,154,"Adult"
"311",81,"R Beach",2020-07-20,"Spring","Beresford",162,"Gastropod","Mollusca","NA","Gastropoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","Gastropod","Gastropod","Unidentified gastropod","Unidentified gastropod","Other marine","Marine",1,"No","mottled, tan and white swirled shell","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_162",7,"Summer","Female",164,127,"Juvenile"
"312",185,"Percos",2020-07-26,NA,"Madden",182,"Gastropod","Mollusca","NA","Gastropoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","Gastropod","Gastropod","Unidentified gastropod","Unidentified gastropod","Other marine","Marine",1,"No","empty shell","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_182",7,"Summer","Male",177,138,"Adult"
"313",221,"R Beach",2020-10-09,NA,"Madden",219,"Gastropod","Mollusca","NA","Gastropoda","NA","NA","NA","NA","NA","NA","NA","NA","NA","Gastropod","Gastropod","Unidentified gastropod","Unidentified gastropod","Other marine","Marine",1,"No","snail","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_219",10,"Fall","Female",197,160,"Adult"
"314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_8",NA,NA,"Female",199,165,"Adult"
"315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_1",NA,NA,"Male",344,270,"Adult"
"316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_3",NA,NA,"Male",314,250,"Adult"
"317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_4",NA,NA,"Male",264,211,"Adult"
"318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_5",NA,NA,"Male",274,224,"Adult"
"319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_6",NA,NA,"Male",209,166,"Adult"
"320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_7",NA,NA,"Male",198,157,"Adult"
"321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_9",NA,NA,"Male",197,156,"Adult"
"322",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_2",NA,NA,NA,201,159,"Adult"
"323",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_10",NA,NA,NA,69,55,"Juvenile"
"324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_11",NA,NA,NA,71,58,"Juvenile"
"325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_12",NA,NA,NA,65,51,"Juvenile"
"326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_13",NA,NA,NA,72,56,"Juvenile"
"327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA_2019-06-15_14",NA,NA,NA,69,55,"Juvenile"
"328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_185",NA,NA,"Female",91,70,"Juvenile"
"329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_186",NA,NA,"Female",85,65,"Juvenile"
"330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_187",NA,NA,"Female",87,68,"Juvenile"
"331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_205",NA,NA,"Female",160,127,"Juvenile"
"332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_206",NA,NA,"Female",147,116,"Juvenile"
"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_305",NA,NA,"Female",105,82,"Juvenile"
"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_306",NA,NA,"Female",98,76,"Juvenile"
"335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_319",NA,NA,"Female",175,135,"Adult"
"336",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_320",NA,NA,"Female",177,138,"Adult"
"337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_326",NA,NA,"Female",98,75,"Juvenile"
"338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2019-09-04_76",NA,NA,"Female",300,237,"Adult"
"339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2019-09-04_81",NA,NA,"Female",256,209,"Adult"
"340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_304",NA,NA,"Juvenile",96,75,"Juvenile"
"341",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-10-16_307",NA,NA,"Juvenile",93,70,"Juvenile"
"342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_190",NA,NA,"Juvenile",78,61,"Juvenile"
"343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1_2020-07-26_191",NA,NA,"Juvenile",81,64,"Juvenile"
